message,priority,word_count,response_time_hours,customer_rating,department
"URGENT: the backup job down. Good morning, the backup job has been wiped and the backups are failing as well! We need this ASAP. The whole company is affected. Needs resolving within the hour. Thanks in advance.",critical,37,,3,hr
"the mobile app not working. Hey, Errors on the mobile app are now stopping the onboarding team from processing anything. We need this fixed by end of day. Thank you.",high,30,4.3,,engineering
"Idea for later. Hi all, Could someone update my desk chair at some point? I can send a screenshot if that helps. Regards.",low,23,82.4,,engineering
"Idea  for  later.  Hello, Could someone update the notice board at some point? No rush at all. Thanks in advance.",low,20,96.0,2,hr
"the login page not working. Hello, the warehouse is blocked because the login page keeps timing out. This is time critical. This affects every branch. Ticket reference REF-58296. Thanks.",high,,3.4,,operations
"When you <b>get</b> a chance. Hello, Small suggestion about the parking spreadsheet for whenever you get to it. Let me know.",low,21,60.6,,support
"Blocked - the mobile app. Hey, the support desk is blocked because the mobile app keeps timing out. Please action right away. I can send a screenshot if that helps. Thanks in advance.",high,33,8.1,,support
"Slow performance. Hi all, the backup job threw an error once this morning but recovered. Whenever you get a chance. Logged this at 17:28 today. Thanks in advance.",medium,28,,1,support
"When you get a chance. Hi all, No action needed right now, just noting the meeting room projector. Regards.",low,19,85.9,,support
Blocked - the email server. the support desk is blocked because the email server keeps timing out. Please action right away. This is affecting all customers. Low priority I imagine. Cheers. Sorry to bother you with this.,high,,8.8,2,sales
"the payment gateway problem. Hi, the payment gateway has been unavailable for over an hour AND the onboarding team is affected! This is time critical.",high,25,1.1,,engineering
"Idea for later. Hi, Just noticed the office plant rota looks a bit out of date. Whenever you get a chance. Happy to give more information. Cheers.",low,,,2,engineering
"Idea for <b>later.</b> No action needed right now, just noting the staff photo page. This is time critical. Sorry to bother you with this. Ticket reference REF-67093. Many thanks.",low,29,37.8,,engineering
"Blocked - the email server. Hey, We have lost access to the email server and the warehouse is stuck! This affects every branch. We need this fixed by end of day. I can send a screenshot if that helps. Thank you. Low priority I imagine.",medium,,8.0,,engineering
"Small suggestion. Morning, Would be nice to tidy up the parking spreadsheet when there is time. No rush at all. Appreciate it.",low,22,34.5,2,support
"Need help with the invoice tool. Morning, We have lost access to the invoice tool and all customers is stuck. This is affecting all customers. We need this fixed by end of day. Not totally sure. Let me know if you need more detail. Thanks in advance.",high,47,2.8,,finance
"Repeated failures. Hey, the sales team is blocked because the CRM keeps TIMING out. This is urgent. The whole company is affected. This has to be done today. I have restarted my machine already. Appreciate it.!!!!!!!",medium,36,10.3,3,finance
"Minor thing. Hi all, No action needed right now, just noting a typo on the about page. Low priority I imagine. Logged this at 14:54 today. Many thanks.",low,28,,,hr
"Small suggestion. Team, Just noticed the font on the intranet looks a bit out of date. Sorry to bother you with this. Thanks.",low,23,20.3,,support
"the email server problem. Hey, Errors on the email server are now stopping all customers from processing anything! This is urgent. Cheers.",high,22,,1,sales
"Small suggestion. Hi, Small suggestion about the notice board for whenever you get to it. Whenever you get a chance. Thanks in advance.",medium,23,19.0,,support
"  Slow performance. Hi, the VPN is running slower than usual for the finance team. Whenever you get a chance.   ",medium,19,42.6,5,support
"Repeated failures. Team, the reporting database is failing repeatedly and everyone cannot complete their work! We need this fixed by end of day. Thanks in advance.",high,26,5.8,4,
"Please take a look. Hi all, We are seeing occasional timeouts on the backup job. Let me know.",medium,18,,,sales
"Question about the booking system. Team, A few people in the warehouse have mentioned the booking system being awkward. We need this ASAP. Sorry to bother you with this. Let me know.",medium,32,15.7,,support
"  the CRM acting up. Hi team, the sales team would like an update on the the CRM issue from last week. Sorry to bother you with this. Cheers.   ",medium,28,8.0,2,engineering
"Slow  performance.  Hi,  the onboarding team would like an update on the the VPN issue from last week. Sorry to bother you with this. Regards.",medium,25,30.9,4,hr
"Question about the print server. Team, We are seeing occasional timeouts on the print server. Whenever you get a chance. It might just be me. Logged this at 16:50 today. Thanks.",medium,31,30.6,,support
"Need help with the invoice tool. Hello, the invoice tool has been unavailable for over an hour and the warehouse is affected. We need this fixed by end of day. Escalating to the director. Many thanks.",high,,4.6,,support
"the reporting database acting up. Hello, the sales team would like an update on the the reporting database issue from last week. Let me know if you need more detail. Thanks in advance.",medium,33,39.8,1,operations
"URGENT: the booking system down. Hi, Customer data on the booking system appears to have been exposed! Please treat as top priority. Everyone is impacted. We need this fixed by end of day. I have restarted my machine already. Cheers.",critical,40,2.8,,
"URGENT: the warehouse scanners down. Good morning, Customer data on the warehouse scanners appears to have been exposed! Everyone is impacted. I have restarted my machine already. Thanks in advance.",critical,30,0.6,,support
Small suggestion. Could someone update the notice board at some point? Low priority I imagine. Let me know.,low,18,66.5,,engineering
Question about the login page. We are seeing occasional timeouts on the login page. Logged this at 8:27 today. Thanks in advance.!!!!!!!,medium,22,20.3,,engineering
Question about the login page. We are seeing occasional timeouts on the login page! Low priority I imagine. Thanks.,medium,19,30.6,,support
"  Minor thing. Hi, Would be nice to tidy up the notice board when there is time. Appreciate it.   ",low,18,70.9,,support
"Idea  for  later.  Morning, Just noticed the office plant rota looks a bit out of date. I have restarted my machine already. Thanks in advance.",low,25,86.1,4,sales
"Question about the booking system. Hi, the booking system is running slower than usual for the onboarding team. No rush at all. Regards.",medium,23,20.4,,sales
"  When you get a chance. Hey, Small suggestion about my desk chair for whenever you get to it. Deadline is tonight. I have restarted my machine already. Thanks.   ",low,28,51.5,5,engineering
"the backup job not working. Hi team, the backup job has been unavailable for over an hour and the finance team is affected. Please action right away. Not totally sure. I have restarted my machine already. Appreciate it. Whenever you get a chance.",high,43,9.6,3,sales
"Need help with the checkout page. Hi, the checkout page has been unavailable for over an hour and the sales team is affected. Only if you have time. Cheers. Only if you have time.",high,34,10.3,2,hr
"Issue report. Hi team, the checkout page is running slower than usual for the sales team. Thank you.",medium,18,21.1,,engineering
"Need help with the API gateway. Hey, the support desk is blocked because the API gateway keeps timing out! Please action right away. Let me know if you need more detail. Cheers.",high,32,11.6,,engineering
"Slow performance. Morning, Could someone check THE customer portal? the onboarding team reported something odd. I have flagged this to my manager. Only if you have time. Happy to give more information. Many thanks.",medium,,45.1,1,engineering
"Slow performance. Hi all, We are seeing occasional timeouts on the checkout page. Please treat as top priority. Logged this at 8:27 today. Cheers.",medium,24,47.2,5,support
"  Small suggestion. Hey, Could someone update the staff photo page at some point? Could be nothing. Happy to give more information. Thanks.   ",low,22,,,sales
"Slow performance. <b>Hi</b> team, the payment gateway threw an error once this morning but recovered. Let me know.",medium,18,,2,support
"Need help with the booking system. Hello, the booking system has been unavailable for over an hour and the warehouse is affected. This is affecting all customers. Regards.",high,28,7.8,,finance
"Please take a look. Hello, all customers would like an update on the the print server issue from last week. No RUSH at all. Let me know if you need more detail.",medium,32,34.2,,engineering
"When you get a chance. Hi all, Is there any chance we could look at the office plant rota eventually? No rush at all. Could be nothing. I can send a screenshot if that helps. Thank you. PLEASE ACTION RIGHT AWAY. !!!",low,42,59.7,,operations
Minor thing. Small suggestion about the staff photo page for whenever you get to it. I have restarted my machine already. Regards.!!!!!!!,low,22,45.3,,operations
"Idea  for  later.  Good morning, Would be nice to tidy up a typo on the about page when there is time. This is urgent. No hurry. Logged this at 8:58 today. Appreciate it.",low,,53.7,5,finance
"Issue report. Good morning, the VPN is running slower than usual for our EU users. Low priority I imagine. Could be nothing. Let me know if you need more detail. Thanks.",medium,31,44.6,2,engineering
the email server problem. the finance team is blocked because the email server keeps timing out. Please action right away. Needs resolving within the hour. Thank you.,high,27,8.8,,support
"Issue report. Good morning, A few people in the sales team have mentioned the API gateway being awkward. Thanks in advance.",medium,21,10.3,4,support
"Issue report. Hi all, A few people in everyone have mentioned the print server being awkward. Not totally sure. Ticket reference REF-23178.",medium,22,34.0,3,finance
"the payment gateway acting up. Hey, A few people in the whole office have mentioned the payment gateway being awkward. Appreciate it.",medium,22,15.3,,support
"the HR system not working. Hi, the HR system is failing repeatedly and our EU users cannot complete their work! Please action right away. We need this fixed by end of day. Thanks in advance.",high,35,5.1,3,support
"When you get a chance. Hi, Is there any chance we could look at the meeting room projector eventually? Escalating to the director. No hurry. Not totally sure. Let me know if you need more detail. Let me know.",medium,39,70.3,,engineering
"Need help with the backup job. Hi, the backup job has been unavailable for over an hour and everyone is affected. This affects every branch. Thanks.",high,26,4.8,,support
Question about the login page. A few people in everyone have mentioned the login page being awkward. Low priority I imagine. Happy to give more information. Regards.,high,27,41.5,,engineering
"When you <b>get</b> a chance. Hey, Could someone update a typo on the about page at some point? Sorry to bother you with this. Cheers.",low,25,84.7,,hr
  Small suggestion. Just noticed the font on the intranet looks a bit out of date. Whenever you get a chance. Appreciate it.   ,low,22,76.3,,engineering
"Repeated  failures.  Team,  the mobile app has been unavailable for over an hour and everyone is affected. Whenever you get a chance.",high,22,6.7,,support
Idea for later. Just noticed the notice board looks a bit out of date. Only if you have time. Let me know if you need more detail. Many thanks.,low,29,23.0,,sales
"  Issue report. Hey, the warehouse scanners threw an error once this morning but recovered. Happy to give more information. Many thanks. PLEASE TREAT AS TOP PRIORITY. !!!   ",medium,27,44.3,,sales
Small suggestion. Could someone update the coffee machine at some point? Let me know if you need more detail.,low,19,81.3,4,support
"the HR system acting up. Team, the HR system threw an error once this morning but recovered. Thanks.",medium,18,35.4,2,support
"the backup job acting up. Hey, the backup job threw an error once this morning but recovered. Not totally sure. Ticket reference REF-75144.",medium,23,24.4,4,engineering
"Low priority note. Morning, Small suggestion about the notice board for whenever you get to it. Only if you have time. Let me know if you need more detail. Cheers.",low,30,64.4,4,finance
"  Repeated failures. Team, all customers is blocked because the invoice tool keeps timing out. Needs looking at immediately. Thank you.   ",critical,20,6.4,,operations
Small suggestion. Is there any chance we could look at the coffee machine eventually? Needs looking at immediately. Thanks.,low,19,78.8,,support
"Low priority note. Hi, Is there any chance we could look at the staff photo page eventually? Cheers.",low,18,,,engineering
"the checkout <b>page</b> problem. Hi, the checkout page IS failing repeatedly and the warehouse cannot complete their work. Please action right away. Regards.",critical,,9.1,,engineering
"Question about the booking system. Hey, A few people in the onboarding team have mentioned the booking system being awkward. This is time critical. Escalating to the director. Ticket reference REF-28875.",medium,31,15.6,,engineering
"Please take a look. Hi team, the warehouse scanners threw an error once this morning but recovered. Everyone is impacted. Whenever you get a chance. Thanks.",medium,26,16.4,,support
"Blocked  -  the  print server. Team, We have lost access to the print server and the whole office is stuck. It might just be me. Thanks in advance.",high,28,7.1,,support
"Question about <b>the</b> VPN. Morning, Could someone check the VPN? all customers reported something odd. Whenever you get a chance. Regards.",medium,21,39.2,3,engineering
"the VPN acting up. Hi team, the VPN threw an error once this morning but recovered. We need this ASAP. We need this fixed by end of day. Sorry to bother you with this. Appreciate it. PLEASE ACTION RIGHT AWAY. !!!",medium,41,10.7,5,engineering
"Small suggestion. Hi all, Just noticed the parking spreadsheet looks a bit out of date. No hurry. Many thanks.",low,19,,5,engineering
"Minor  thing.  Good  morning, Is there any chance we could look at the coffee machine eventually? Logged this at 16:20 today. Regards.",low,22,63.3,2,engineering
"When you get a chance. Hi team, No action needed right now, just noting the parking spreadsheet.",low,17,86.1,,engineering
"Minor thing. <b>Good</b> morning, Would be nice to tidy up the office plant rota when there is time. Only if you have time. Appreciate it.",low,25,51.4,,operations
"Question about the reporting database. Hi, the reporting database threw an error once this morning but recovered. Raising this formally. Let me know if you need more detail. Thank you. WE NEED THIS ASAP. !!!",medium,35,,,engineering
"Small suggestion. Hey, Is there any chance we could look at the notice board eventually? Low priority I imagine. Appreciate it.",low,21,,,support
"Low priority note. Hey, Could someone update a typo on the about page at some point? No hurry. Regards.",low,19,46.2,,finance
"  Low priority note. Hello, Could someone update the staff photo page at some point? Let me know.   ",medium,17,18.1,,support
"  When you get a chance. Team, Is there any chance we could look at the font on the intranet eventually? It might just be me. Thanks in advance.   ",low,28,31.1,,operations
"Slow performance. Good morning, A few people in the support desk have mentioned the booking system being awkward! Thank you.",medium,20,35.0,,engineering
"When you get a chance. Team, Is there any chance we could look at the parking spreadsheet eventually? Low priority I imagine. Could be nothing. Logged this at 8:34 today. Thanks.",low,31,31.2,,support
"Slow performance. Hi team, A few people in the sales team have mentioned the HR system being awkward. We need this fixed by end of day. No rush at all. Thanks in advance.",medium,33,10.1,2,hr
"Slow performance. Hi, Could someone check the mobile app? the warehouse reported something odd. No rush at all. Let me know. THIS IS TIME CRITICAL. !!!",medium,26,,4,support
"Repeated failures. Morning, the reporting database is failing repeatedly and the warehouse cannot complete their work. Many thanks. Low priority I imagine.!!!!!!!",high,,10.5,4,engineering
"Slow performance. Team, A few people in the onboarding team have mentioned the backup job being awkward. Thanks.",medium,18,46.4,,support
"Minor thing. Good morning, Small suggestion about the font on the intranet for whenever you get to it. No hurry.",low,20,48.3,,
OUTAGE - the booking system. Customer data on the booking system appears to have been exposed! All users are hitting this. Needs resolving within the hour. I can send a screenshot if that helps. Thanks in advance. Low priority I imagine.,critical,41,1.9,,finance
Slow performance. Could someone check the booking system? our EU users reported something odd.,high,14,,,engineering
"Need help with the CRM. Hi, the CRM has been unavailable for over an hour and everyone is affected. Please action right away. Deadline is tonight. I have flagged this to my manager. Logged this at 10:10 today. Many thanks.",high,40,8.7,,finance
"the  API  gateway  FULL OUTAGE. Hi all, the API gateway is completely down and the night shift cannot work at all. This is affecting all customers. This has to be done today. Please escalate this. It might just be me. Many thanks.",critical,42,2.2,4,support
"Slow performance. Hi, A few people in the warehouse have mentioned the API gateway being awkward. Let me know.",medium,,12.8,,support
"Major incident. Team, We have a full outage ON the warehouse scanners affecting the night shift! All users are hitting this. We need this fixed by end of day. Let me know if you need more detail. Cheers.",critical,,1.4,4,hr
"the customer portal acting up. Hey, Could someone check the customer portal? the warehouse reported something odd. This is time critical. This has to be done today. Only if you have time. Could be nothing. Many thanks.",medium,37,12.5,,engineering
"OUTAGE - the invoice tool. Hey, the invoice tool is offline company-wide and nothing is going through. Needs looking at immediately. This affects every BRANCH. Let me know.",,,,,engineering
"  Small suggestion. Hi, Just noticed a typo on the about page looks a bit out of date. I think, anyway. I can send a screenshot if that helps. Many thanks. THIS IS TIME CRITICAL. !!!   ",low,35,,,support
"Issue report. Hi, the customer portal threw an error once this morning but recovered. Appreciate it.",medium,16,15.3,,engineering
"Need help with the customer portal. Hi all, Errors on the customer portal ARE now stopping the onboarding team from processing anything. Needs resolving within the hour. I have restarted my machine already. Cheers.!!!!!!!",high,34,3.7,,support
"URGENT: the VPN down. Hi, the VPN is offline company-wide and nothing is going through. This is time critical. The whole company is affected. This has to be done today. Escalating to the director. Regards.",critical,35,3.9,5,support
Need help with the HR system. the HR system has been unavailable for over an hour and all customers is affected. Please treat as top priority. This is affecting all customers. Whenever you get a chance. Thanks.,high,37,10.4,,sales
"Need help with the customer portal. Good morning, the customer portal is failing repeatedly and the sales team cannot complete their work. Please action right away. Raising this formally.",high,29,6.9,5,finance
Slow performance. the login page threw an error once this morning but recovered. Not totally sure. Ticket reference REF-24127. Cheers.,medium,20,44.0,,finance
Small suggestion. Is there any chance we could look at my desk chair eventually? Not totally sure. Regards.,low,18,37.2,1,operations
"When you get a chance. Good morning, Just noticed the staff photo page looks a bit out of date. Not totally sure. Thank you.",low,24,21.1,,engineering
"Emergency. Hi team, the API gateway is completely down and everyone cannot work at all. Please action right away. All users are hitting this. Needs resolving within the hour. Ticket reference REF-86921. Regards.",critical,33,2.1,5,
the email server acting up. the email server threw an error once this morning but recovered. Appreciate it.,medium,18,24.9,,operations
"Idea for later. Hello, Could someone update the notice board at some point? Whenever you get a chance. Thanks in advance.",low,21,79.7,,support
"Emergency. Hi all, the print server has been wiped and the backups are failing as well. This is time critical. This is affecting all customers. Deadline is tonight. Escalating to the director. Only if you have time. I have restarted my machine already. Thank you.",critical,45,2.1,,
"Idea  for  later.  Team, Would be nice to tidy up a typo on the about page when there is time. Whenever you get a chance. Let me know.",medium,,,,finance
Issue report. Could someone check the API gateway? everyone reported something odd. Let me know.,medium,15,19.3,,hr
"Idea for later. Hi all, Could someone update the parking spreadsheet at some point? Sorry to bother you with this. I have restarted my machine already. Let me know.",low,29,36.6,4,support
"  Idea for later. Hey, Just noticed my desk chair looks a bit out of date. No rush at all. I have restarted my machine already. Appreciate it. THIS IS TIME CRITICAL. !!!   ",low,32,73.6,2,support
"Please  take  a  look. Good morning, A few people in the sales team have mentioned the booking system being awkward. Only if you have time. Happy to give more information. Thanks.",medium,31,,1,hr
  Low priority note. Would be nice to tidy up the office plant rota when there is time. Regards.   ,low,18,71.0,5,finance
"the invoice tool FULL OUTAGE. Morning, the invoice tool HAS been wiped and the backups are failing as well! Needs looking at immediately. All users are hitting this. Deadline is tonight. Thank you.",critical,33,0.4,,finance
Need help with the HR system. all customers is blocked because the HR system keeps timing out! All users are hitting this. This has to be done today.!!!!!!!,high,28,,,operations
"Repeated failures. Hi, the warehouse is blocked because the VPN keeps timing out. I have flagged this to my manager. Thank you.",high,22,9.7,,engineering
"Need  help  with  the login page. Good morning, the login page IS rejecting valid requests and the finance team has no workaround. Everyone is impacted. We need this fixed by end of day.",critical,33,9.7,,support
"Issue report. Morning, We are seeing occasional timeouts on the mobile app. I think, anyway.",medium,15,42.1,,engineering
"Minor thing. Morning, Is there any chance we could look at the coffee machine eventually? No rush at all. Thank you.",low,21,65.3,,hr
"Blocked - the warehouse scanners. Hey, Errors on the warehouse scanners are now stopping the sales team from processing anything. This is urgent. This is affecting all customers. Cheers.",high,29,2.4,,sales
,low,26,53.3,1,support
"When you get a chance. Hi, Is there any chance we could look at my desk chair eventually? This is time critical. No rush at all. Regards.",low,27,95.5,1,engineering
"Idea for later. Good morning, Is there any chance we could look at the office plant rota eventually? This has to be done today. No rush at all. Regards.",low,29,83.1,5,engineering
"Small suggestion. Hi all, Just noticed the coffee machine looks a bit out of date. Low priority I imagine. Let me know if you need more detail. Many thanks.",low,29,88.8,,support
"Minor thing. Hello, Is there any chance we could look at the font on the intranet eventually? Sorry to bother you with this. I have restarted my machine already.",low,29,47.7,,
"Issue report. Morning, A few people in all customers have mentioned the HR system being awkward. Could be nothing. Thank you.",medium,21,38.9,,support
"the  VPN  problem.  Team, the VPN is rejecting valid requests and the finance team has no workaround. Please action right away. This has to be done today. Let me know if you need more detail. Appreciate it. Only if you have time.",high,42,12.0,,sales
"Low priority note. Hey, Could someone update the parking spreadsheet at some point? I have restarted my machine already. Thank you.",low,21,70.7,,hr
"the checkout page acting up. Hello, A few people in the night shift have mentioned the checkout page being awkward. Please treat as top priority. Low priority I imagine. I can send a screenshot if that helps. Regards.",low,38,30.0,,support
the print server not working. the print server has been unavailable for over an hour and the finance team is affected. Many thanks.,high,23,11.8,,sales
"Need help with the invoice tool. Good morning, Errors on the invoice tool are now stopping the finance team from processing anything. This is urgent. The whole company is affected. I have restarted my machine already. Many thanks.",critical,38,7.4,4,finance
"Slow performance. Hi team, the finance team would like an update on the the customer portal issue from last week. Needs looking at immediately. Logged this at 13:25 today. Appreciate it.",medium,31,15.8,,finance
"Question about the HR system. Hey, We are seeing occasional timeouts on the HR system. This is urgent. No hurry. Let me know if you need more detail. Appreciate it.",medium,30,8.1,,operations
"Question about the reporting database. Hi all, We are seeing occasional timeouts on the reporting database. Thanks.",medium,17,38.6,,finance
"the print server FULL OUTAGE. Team, Customer data on the print server appears to have been exposed! This is time critical. This affects every branch. Deadline is tonight. I can send a screenshot if that helps. Thanks in advance.",critical,39,3.4,,support
"Emergency.  Team,  We  have a full outage on the booking system AFFECTING the night shift. This is urgent. The whole company is affected. Ticket reference REF-28798. Let me know.",critical,29,1.0,,support
"Please take a look. Hi team, the print server is running slower than usual for the night shift. Please escalate this. Many thanks.",medium,23,10.2,1,engineering
"  the warehouse scanners problem. Hi all, the finance team is blocked because the warehouse scanners keeps timing out. It might just be me. Regards.   ",high,24,,,engineering
"Low priority note. Hi all, Is there any chance we could look at a typo on the about page eventually? No rush at all. Many thanks.",low,,21.3,,support
Need help with the print server. We have lost access to the print server and all customers is stuck! Please action right away. This is affecting all customers. Logged this at 17:43 today. Appreciate it.,high,35,6.5,,operations
"  the customer portal acting up. Good morning, Could someone check the customer portal? the whole office reported something odd. I have flagged this to my manager. Many thanks.   ",medium,28,15.7,,engineering
"Slow performance. Morning, the backup job threw an error once this morning but recovered! Cheers.",medium,15,40.8,3,sales
"Low priority note. Hi team, No action needed right now, just noting the font on the intranet. Sorry to bother you with this. I think, anyway.",low,26,90.2,,engineering
"Blocked - the API gateway. Hello, the support desk is blocked because the API gateway keeps timing out! Please action right away. This has to be done today. Thank you.",high,30,6.9,,finance
"Idea for later. Hello, Could someone update the font on the intranet at some point? Thanks.",low,16,,,support
"the API gateway problem. Hello, the warehouse is blocked because the API gateway keeps timing out. Please action right away. Regards.",high,21,6.1,2,support
"Small  suggestion.  Hello,  Would be nice to tidy up the meeting room projector when there is time. Only if you have time. Thanks.",low,23,73.4,,support
"Small suggestion. Hi team, Is there any chance we could look at the font on the intranet eventually? Only if you have time. Logged this at 10:54 today. Regards.!!!!!!!",low,29,34.5,,support
"the print server acting up. Could someone check the print server? the night shift reported something odd. Escalating to the director. I think, anyway. Many thanks.",medium,26,38.2,,sales
"  Blocked - the VPN. Hello, the VPN has been unavailable for over an hour and everyone is affected. Needs looking at immediately. All users are hitting this. Thanks.   ",high,28,10.2,3,hr
the payment gateway acting up. the sales team would like an update on the the payment gateway issue from last week. Regards.,medium,22,13.8,3,operations
"Idea for later. Morning, Just noticed my desk chair looks a bit out of date. Let me know.",low,18,90.2,,engineering
"Low priority note. Morning, Would be nice to tidy up the notice board when there is time. Thank you.",low,19,76.3,,hr
"Issue report. Morning, A few people in the whole office have mentioned the checkout page being awkward. Not totally sure. Regards.",medium,21,41.9,4,hr
"Need help with the CRM. Good morning, Errors on the CRM are now stopping all customers from processing anything! All users are hitting this. Regards.",high,25,8.7,,hr
"  Slow performance. Morning, Could someone check the checkout page? everyone reported something odd. Only if you have time. Thanks.   ",medium,19,46.8,,engineering
"When you <b>get</b> a chance. Hi, No action needed right now, just noting the coffee machine. Happy to give more information. Regards.",low,22,83.9,,engineering
"Small  suggestion.  Hi  team, Could someone update the meeting room projector at some point? Could be nothing. Logged this at 17:42 today.",low,,76.0,,support
,low,26,63.2,,operations
the payment gateway acting up. Could someone check the payment gateway? the night shift reported something odd. Needs looking at immediately. Appreciate it.!!!!!!!,medium,23,24.9,,hr
"Slow performance. Hello, the reporting database threw an error once this morning but recovered.",medium,14,14.3,,support
"  Idea for later. Team, Would be nice to tidy up a typo on the about page when there is time. Let me know if you need more detail.   ",low,28,66.4,,operations
"When you <b>get</b> a chance. Hey, Is there any chance we could look at the staff photo page eventually? Thank you.",low,21,68.0,2,operations
"OUTAGE - the HR system. Hello, Customer data on the HR system appears to have been exposed! This is affecting all customers. Deadline is tonight. Cheers.",critical,26,2.1,,hr
"Question about the invoice tool. Hi all, the support desk would like an update on the the invoice tool issue from last week. I think, anyway. I can send a screenshot if that helps. Regards.",medium,35,11.1,,support
"Slow performance. Hi, the sales team would like an update on the the email server issue from last week! Regards.",medium,,19.7,,sales
"Question about the booking system. Good morning, the finance team would like an update on the the booking system issue from last week. Thanks in advance.",medium,26,30.9,5,support
"Major incident. Hi, the payment gateway has been wiped and the backups are failing as well. We need this ASAP. This affects every branch. We need this fixed by end of day. Ticket reference REF-32352. Thanks.",critical,36,0.4,3,engineering
"Low priority note. Good morning, Just noticed a typo on the about page looks a bit out of date. Sorry to bother you with this. Appreciate it.",low,27,43.4,5,engineering
"the reporting <b>database</b> acting up. Hi all, the reporting database is running slower than usual for the sales team. Sorry to bother you with this. Ticket reference REF-63634. Many thanks.",medium,30,37.7,,support
"Small suggestion. Hi all, No action needed right now, just noting the meeting room projector. Only if you have time.",low,20,80.9,2,hr
"Small suggestion. Hey, Could someone update the coffee machine at some point? No rush at all. Let me know if you need more detail. Many thanks.",low,26,95.9,,sales
"Minor thing. Hello, Would be nice to tidy up the meeting room projector when there is time. Only if you have time. I can send a screenshot if that helps. Regards.",medium,31,,,operations
"the VPN not working. Hi team, the VPN has been unavailable for over an hour and the whole office is affected. This is affecting all CUSTOMERS. Please escalate this. Happy to give more information. Let me know.",high,37,5.9,,engineering
"Major incident. Hi all, We have a full outage on the booking system affecting all CUSTOMERS. This is affecting all customers. Happy to give more information. Thanks.",critical,27,2.1,,support
"When you get a chance. Morning, No action needed right now, just noting the font on the intranet. Thank you.",low,20,45.7,,support
"When you get a chance. Hey, Is there any chance we could look at the staff photo page eventually? Thanks.",low,20,89.1,,engineering
"  Slow performance. Hello, We are seeing occasional timeouts on the invoice tool. Not totally sure. Thanks in advance.   ",medium,18,46.4,3,support
"Ple<b>a</b>se take a look. Hi team, We are seeing occasional timeouts on the payment gateway! Happy to give more information. Appreciate it.",medium,22,,,engineering
"the VPN not working. Team, the VPN is failing repeatedly and the finance team cannot complete their work! Needs resolving within the hour. No rush at all. I can send a screenshot if that helps. Let me know.",high,38,11.6,1,support
"Slow performance. <b>Hey,</b> Could someone check the booking system? the finance team reported something odd. Thanks in advance. THIS IS URGENT. !!!",medium,22,39.3,,engineering
"Please take a look. Team, the backup job threw an error once this morning but recovered. This has to be done today. Escalating to the director. Not totally sure.",medium,29,22.6,,support
"Blocked - the login page. Hi, the login page has been unavailable for over an hour and the sales team is affected! Only if you have time. Appreciate it.",high,29,7.7,,support
"the CRM problem. Morning, everyone is blocked because the CRM keeps TIMING out. Needs looking at immediately. We need this fixed by end of day. Please escalate this. Appreciate it.",high,30,,2,engineering
"the HR system acting up. Hi all, the finance team would like an update on the the HR system issue from last week. No rush at all. Not totally sure. Happy to give more information. Thanks. WE NEED THIS ASAP. !!!",medium,41,42.5,,support
Low priority note. Would be nice to tidy up my desk chair when there is time. No rush at all. Thank you. PLEASE ACTION RIGHT AWAY. !!!!!!!!!!,medium,27,26.6,3,hr
"  Question about the booking system. Morning, everyone would like an update on the the booking system issue from last week. This is urgent. Raising this formally. No rush at all. I can send a screenshot if that helps. Let me know.   ",high,41,44.1,,finance
"Repeated failures. <b>Hi</b> all, the CRM is rejecting valid requests and the support desk has no workaround. We need this ASAP. Deadline is tonight. Ticket reference REF-94229. Let me know.",high,30,3.5,,engineering
"Question about the customer portal. Hi team, Could someone check the customer portal? the whole office reported something odd. No hurry. I have restarted my machine already. Thanks.",medium,28,13.1,,sales
"When  you  get  a chance. Hi, No action needed right now, just noting my desk chair. Many thanks.",low,18,48.9,,support
"Blocked - the payment gateway. Hello, the night shift is blocked because the payment gateway keeps timing out. Needs looking at immediately. The whole company is affected. We need this fixed by end of day. Please escalate this. Appreciate it.",high,40,8.7,5,hr
"Major incident. Team, the booking system has stopped processing and we are losing data! Thank you.",critical,,2.1,,sales
"Please take a look. Hi team, the whole office would like an update on the the reporting database issue from last week. I have flagged this to my manager. Whenever you get a chance. I think, anyway. Thank you.",medium,39,25.8,5,finance
"Slow performance. Good morning, A few people in everyone have mentioned the backup job being awkward. This has to be done today. Thank you.!!!!!!!",medium,,31.3,,engineering
"When you get a chance. Team, Just noticed the meeting room projector looks a bit out of date. No rush at all. I think, anyway. Thanks.",low,26,74.4,2,engineering
"Issue report. Hi, the reporting database threw an error once this morning but recovered. Needs resolving within the hour. Thanks in advance.",medium,22,,,support
"the warehouse <b>scanners</b> FULL OUTAGE. Hey, the warehouse scanners is completely down and the onboarding team cannot work at all. We need this ASAP. Raising this formally. Let me know.",critical,30,0.8,3,support
"the print server not working. Hey, the finance team is blocked because the print server keeps timing out. Needs looking at immediately. Raising this formally. Happy to give more information. Regards.",high,31,4.3,,support
"Minor thing. Good morning, Just noticed the office plant rota looks a bit out of date. Sorry to bother you with this. Let me know if you need more detail. Thank you.",low,32,62.6,,sales
"the HR system problem. Good morning, We have lost access to the HR system and the support desk is stuck! Please treat as top priority. Needs resolving within the hour. Raising this formally. I can send a screenshot if that helps. Cheers.",high,42,7.2,,engineering
